payroll_line_id,payroll_run_id,payroll_worker_id,earning_code,earning_description,amount,currency_code,component_family_candidate,off_cycle_flag,retro_flag
LINE-000009793,RUN-IE-2026-02-REG-001,PAY-WKR-006733,RETRO_ADJ,Retro adjustment (excluded),138.15,EUR,EXCLUDED,N,Y
LINE-000009794,RUN-IE-2026-02-REG-001,PAY-WKR-006734,SUSPECT_BASE,Suspected misclassified base-like code,927.66,EUR,BASE,N,N
LINE-000009795,RUN-IE-2026-02-REG-001,PAY-WKR-006734,BASE,Base salary,5291.67,EUR,BASE,N,N
LINE-000009796,RUN-IE-2026-02-REG-001,PAY-WKR-006735,BASE,Base salary,4808.1,EUR,BASE,N,N
LINE-000009797,RUN-IE-2026-02-REG-001,PAY-WKR-006735,BONUS,Bonus payment,826.16,EUR,VARIABLE,N,N
LINE-000009798,RUN-IE-2026-02-REG-001,PAY-WKR-006736,BASE,Base salary,5118.32,EUR,BASE,N,N
LINE-000009799,RUN-IE-2026-02-REG-001,PAY-WKR-006737,BASE,Base salary,3530.76,EUR,BASE,N,N
LINE-000009800,RUN-IE-2026-02-REG-001,PAY-WKR-006738,BASE,Base salary,9534.04,EUR,BASE,N,N
LINE-000009801,RUN-IE-2026-02-REG-001,PAY-WKR-006738,RETRO_ADJ,Retro adjustment (excluded),10.35,EUR,EXCLUDED,N,Y
LINE-000009802,RUN-IE-2026-02-REG-001,PAY-WKR-006739,BASE,Base salary,8087.1,EUR,BASE,N,N
LINE-000009803,RUN-IE-2026-02-REG-001,PAY-WKR-006740,BASE,Base salary,7498.76,EUR,BASE,N,N
LINE-000009804,RUN-IE-2026-02-REG-001,PAY-WKR-006740,ALLOW_TRAVEL,Travel allowance (excluded),116.99,EUR,ALLOWANCE,N,N
LINE-000009805,RUN-IE-2026-02-REG-001,PAY-WKR-006741,BASE,Base salary,4893.89,EUR,BASE,N,N
LINE-000009806,RUN-IE-2026-02-REG-001,PAY-WKR-006742,BASE,Base salary,7486.29,EUR,BASE,N,N
LINE-000009807,RUN-IE-2026-02-REG-001,PAY-WKR-006742,BONUS,Bonus payment,853.25,EUR,VARIABLE,N,N
LINE-000009808,RUN-IE-2026-02-REG-001,PAY-WKR-006742,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-162.43,EUR,EXCLUDED,Y,N
LINE-000009809,RUN-IE-2026-02-REG-001,PAY-WKR-006743,BASE,Base salary,13777.78,EUR,BASE,N,N
LINE-000009810,RUN-IE-2026-02-REG-001,PAY-WKR-006744,BASE,Base salary,2964.33,EUR,BASE,N,N
LINE-000009811,RUN-IE-2026-02-REG-001,PAY-WKR-006744,BONUS,Bonus payment,113.15,EUR,VARIABLE,N,N
LINE-000009812,RUN-IE-2026-02-REG-001,PAY-WKR-006745,BASE,Base salary,9198.59,EUR,BASE,N,N
LINE-000009813,RUN-IE-2026-02-REG-001,PAY-WKR-006746,BASE,Base salary,7730.49,EUR,BASE,N,N
LINE-000009814,RUN-IE-2026-02-REG-001,PAY-WKR-006746,BONUS,Bonus payment,1986.11,EUR,VARIABLE,N,N
LINE-000009815,RUN-IE-2026-02-REG-001,PAY-WKR-006747,BASE,Base salary,6172.56,EUR,BASE,N,N
LINE-000009816,RUN-IE-2026-02-REG-001,PAY-WKR-006748,BASE,Base salary,6130.43,EUR,BASE,N,N
LINE-000009817,RUN-IE-2026-02-REG-001,PAY-WKR-006749,BASE,Base salary,9256.47,EUR,BASE,N,N
LINE-000009818,RUN-IE-2026-02-REG-001,PAY-WKR-006750,BASE,Base salary,2202.99,EUR,BASE,N,N
LINE-000009819,RUN-IE-2026-02-REG-001,PAY-WKR-006751,BASE,Base salary,1472.12,EUR,BASE,N,N
LINE-000009820,RUN-IE-2026-02-REG-001,PAY-WKR-006752,BASE,Base salary,5597.84,EUR,BASE,N,N
LINE-000009821,RUN-IE-2026-02-REG-001,PAY-WKR-006752,BONUS,Bonus payment,1084.35,EUR,VARIABLE,N,N
LINE-000009822,RUN-IE-2026-02-REG-001,PAY-WKR-006753,BASE,Base salary,3513.5,EUR,BASE,N,N
LINE-000009823,RUN-IE-2026-02-REG-001,PAY-WKR-006754,BASE,Base salary,6256.72,EUR,BASE,N,N
LINE-000009824,RUN-IE-2026-02-REG-001,PAY-WKR-006754,BONUS,Bonus payment,1847.04,EUR,VARIABLE,N,N
LINE-000009825,RUN-IE-2026-02-REG-001,PAY-WKR-006755,BASE,Base salary,7864.09,EUR,BASE,N,N
LINE-000009826,RUN-IE-2026-02-REG-001,PAY-WKR-006755,BONUS,Bonus payment,2646.91,EUR,VARIABLE,N,N
LINE-000009827,RUN-IE-2026-02-REG-001,PAY-WKR-006756,UNMAPPED_X,Intentionally unmapped code (blocker),213.45,EUR,UNKNOWN,N,N
LINE-000009828,RUN-IE-2026-02-REG-001,PAY-WKR-006756,BASE,Base salary,4902.93,EUR,BASE,N,N
LINE-000009829,RUN-IE-2026-02-REG-001,PAY-WKR-006757,BASE,Base salary,6113.36,EUR,BASE,N,N
LINE-000009830,RUN-IE-2026-02-REG-001,PAY-WKR-006758,BASE,Base salary,2804.93,EUR,BASE,N,N
LINE-000009831,RUN-IE-2026-02-REG-001,PAY-WKR-006759,BASE,Base salary,2677.75,EUR,BASE,N,N
LINE-000009832,RUN-IE-2026-02-REG-001,PAY-WKR-006760,BASE,Base salary,15863.75,EUR,BASE,N,N
LINE-000009833,RUN-IE-2026-02-REG-001,PAY-WKR-006761,BASE,Base salary,6140.31,EUR,BASE,N,N
LINE-000009834,RUN-IE-2026-02-REG-001,PAY-WKR-006762,BASE,Base salary,3341.07,EUR,BASE,N,N
LINE-000009835,RUN-IE-2026-02-REG-001,PAY-WKR-006763,BASE,Base salary,3637.54,EUR,BASE,N,N
LINE-000009836,RUN-IE-2026-02-REG-001,PAY-WKR-006763,BONUS,Bonus payment,773.29,EUR,VARIABLE,N,N
LINE-000009837,RUN-IE-2026-02-REG-001,PAY-WKR-006763,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-59.25,EUR,EXCLUDED,Y,N
LINE-000009838,RUN-IE-2026-02-REG-001,PAY-WKR-006764,BASE,Base salary,3831.08,EUR,BASE,N,N
LINE-000009839,RUN-IE-2026-02-REG-001,PAY-WKR-006765,BASE,Base salary,9239.32,EUR,BASE,N,N
LINE-000009840,RUN-IE-2026-02-REG-001,PAY-WKR-006765,BONUS,Bonus payment,1038.33,EUR,VARIABLE,N,N
LINE-000009841,RUN-IE-2026-02-REG-001,PAY-WKR-006766,BASE,Base salary,2982.93,EUR,BASE,N,N
LINE-000009842,RUN-IE-2026-02-REG-001,PAY-WKR-006766,BONUS,Bonus payment,347.81,EUR,VARIABLE,N,N
LINE-000009843,RUN-IE-2026-02-REG-001,PAY-WKR-006767,BASE,Base salary,15457.23,EUR,BASE,N,N
LINE-000009844,RUN-IE-2026-02-REG-001,PAY-WKR-006768,BASE,Base salary,5408.78,EUR,BASE,N,N
LINE-000009845,RUN-IE-2026-02-REG-001,PAY-WKR-006769,BASE,Base salary,4015.94,EUR,BASE,N,N
LINE-000009846,RUN-IE-2026-02-REG-001,PAY-WKR-006770,BASE,Base salary,4151.05,EUR,BASE,N,N
LINE-000009847,RUN-IE-2026-02-REG-001,PAY-WKR-006770,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-149.32,EUR,EXCLUDED,Y,N
LINE-000009848,RUN-IE-2026-02-REG-001,PAY-WKR-006771,BASE,Base salary,10645.55,EUR,BASE,N,N
LINE-000009849,RUN-IE-2026-02-REG-001,PAY-WKR-006771,BONUS,Bonus payment,813.87,EUR,VARIABLE,N,N
LINE-000009850,RUN-IE-2026-02-REG-001,PAY-WKR-006772,BASE,Base salary,11528.76,EUR,BASE,N,N
LINE-000009851,RUN-IE-2026-02-REG-001,PAY-WKR-006772,BONUS,Bonus payment,2846.95,EUR,VARIABLE,N,N
LINE-000009852,RUN-IE-2026-02-REG-001,PAY-WKR-006773,BASE,Base salary,2850.46,EUR,BASE,N,N
LINE-000009853,RUN-IE-2026-02-REG-001,PAY-WKR-006774,BASE,Base salary,8017.5,EUR,BASE,N,N
LINE-000009854,RUN-IE-2026-02-REG-001,PAY-WKR-006774,ALLOW_TRAVEL,Travel allowance (excluded),27.92,EUR,ALLOWANCE,N,N
LINE-000009855,RUN-IE-2026-02-REG-001,PAY-WKR-006775,BASE,Base salary,3976.88,EUR,BASE,N,N
LINE-000009856,RUN-IE-2026-02-REG-001,PAY-WKR-006775,RETRO_ADJ,Retro adjustment (excluded),502.21,EUR,EXCLUDED,N,Y
LINE-000009857,RUN-IE-2026-02-REG-001,PAY-WKR-006776,BASE,Base salary,5781.08,EUR,BASE,N,N
LINE-000009858,RUN-IE-2026-02-REG-001,PAY-WKR-006776,BONUS,Bonus payment,1316.53,EUR,VARIABLE,N,N
LINE-000009859,RUN-IE-2026-02-REG-001,PAY-WKR-006777,BASE,Base salary,12665.73,EUR,BASE,N,N
LINE-000009860,RUN-IE-2026-02-REG-001,PAY-WKR-006778,BASE,Base salary,2009.38,EUR,BASE,N,N
LINE-000009861,RUN-IE-2026-02-REG-001,PAY-WKR-006779,BASE,Base salary,7235.35,EUR,BASE,N,N
LINE-000009862,RUN-IE-2026-02-REG-001,PAY-WKR-006779,ALLOW_TRAVEL,Travel allowance (excluded),42.74,EUR,ALLOWANCE,N,N
LINE-000009863,RUN-IE-2026-02-REG-001,PAY-WKR-006780,BASE,Base salary,7713.69,EUR,BASE,N,N
LINE-000009864,RUN-IE-2026-02-REG-001,PAY-WKR-006780,BONUS,Bonus payment,1797.49,EUR,VARIABLE,N,N
LINE-000009865,RUN-IE-2026-02-REG-001,PAY-WKR-006781,SUSPECT_BASE,Suspected misclassified base-like code,402.76,EUR,BASE,N,N
LINE-000009866,RUN-IE-2026-02-REG-001,PAY-WKR-006781,BASE,Base salary,4333.29,EUR,BASE,N,N
LINE-000009867,RUN-IE-2026-02-REG-001,PAY-WKR-006782,BASE,Base salary,6467.19,EUR,BASE,N,N
LINE-000009868,RUN-IE-2026-02-REG-001,PAY-WKR-006783,BASE,Base salary,9682.93,EUR,BASE,N,N
LINE-000009869,RUN-IE-2026-02-REG-001,PAY-WKR-006783,BONUS,Bonus payment,2275.44,EUR,VARIABLE,N,N
LINE-000009870,RUN-IE-2026-02-REG-001,PAY-WKR-006784,BASE,Base salary,8479.82,EUR,BASE,N,N
LINE-000009871,RUN-IE-2026-02-REG-001,PAY-WKR-006785,UNMAPPED_X,Intentionally unmapped code (blocker),249.15,EUR,UNKNOWN,N,N
LINE-000009872,RUN-IE-2026-02-REG-001,PAY-WKR-006785,BASE,Base salary,10154.0,EUR,BASE,N,N
LINE-000009873,RUN-IE-2026-02-REG-001,PAY-WKR-006785,BONUS,Bonus payment,1841.16,EUR,VARIABLE,N,N
LINE-000009874,RUN-IE-2026-02-REG-001,PAY-WKR-006786,BASE,Base salary,2690.76,EUR,BASE,N,N
LINE-000009875,RUN-IE-2026-02-REG-001,PAY-WKR-006787,BASE,Base salary,4430.73,EUR,BASE,N,N
LINE-000009876,RUN-IE-2026-02-REG-001,PAY-WKR-006787,BONUS,Bonus payment,502.01,EUR,VARIABLE,N,N
LINE-000009877,RUN-IE-2026-02-REG-001,PAY-WKR-006787,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),-164.63,EUR,EXCLUDED,Y,N
LINE-000009878,RUN-IE-2026-02-REG-001,PAY-WKR-006788,BASE,Base salary,7695.69,EUR,BASE,N,N
LINE-000009879,RUN-IE-2026-02-REG-001,PAY-WKR-006789,BASE,Base salary,3049.06,EUR,BASE,N,N
LINE-000009880,RUN-IE-2026-02-REG-001,PAY-WKR-006789,BONUS,Bonus payment,270.07,EUR,VARIABLE,N,N
LINE-000009881,RUN-IE-2026-02-REG-001,PAY-WKR-006789,ALLOW_TRAVEL,Travel allowance (excluded),43.23,EUR,ALLOWANCE,N,N
LINE-000009882,RUN-IE-2026-02-REG-001,PAY-WKR-006790,BASE,Base salary,5977.62,EUR,BASE,N,N
LINE-000009883,RUN-IE-2026-02-REG-001,PAY-WKR-006791,BASE,Base salary,10092.69,EUR,BASE,N,N
LINE-000009884,RUN-IE-2026-02-REG-001,PAY-WKR-006791,BONUS,Bonus payment,1339.93,EUR,VARIABLE,N,N
LINE-000009885,RUN-IE-2026-02-REG-001,PAY-WKR-006792,BASE,Base salary,4094.4,EUR,BASE,N,N
LINE-000009886,RUN-IE-2026-02-REG-001,PAY-WKR-006793,UNMAPPED_X,Intentionally unmapped code (blocker),138.41,EUR,UNKNOWN,N,N
LINE-000009887,RUN-IE-2026-02-REG-001,PAY-WKR-006793,BASE,Base salary,3330.1,EUR,BASE,N,N
LINE-000009888,RUN-IE-2026-02-REG-001,PAY-WKR-006794,BASE,Base salary,10915.11,EUR,BASE,N,N
LINE-000009889,RUN-IE-2026-02-REG-001,PAY-WKR-006795,BASE,Base salary,1329.55,EUR,BASE,N,N
LINE-000009890,RUN-IE-2026-02-REG-001,PAY-WKR-006796,BASE,Base salary,7850.49,EUR,BASE,N,N
LINE-000009891,RUN-IE-2026-02-REG-001,PAY-WKR-006796,BONUS,Bonus payment,1067.59,EUR,VARIABLE,N,N
LINE-000009892,RUN-IE-2026-02-REG-001,PAY-WKR-006797,BASE,Base salary,5854.54,EUR,BASE,N,N
LINE-000009893,RUN-IE-2026-02-REG-001,PAY-WKR-006797,ALLOW_TRAVEL,Travel allowance (excluded),85.36,EUR,ALLOWANCE,N,N
LINE-000009894,RUN-IE-2026-02-REG-001,PAY-WKR-006798,BASE,Base salary,6118.86,EUR,BASE,N,N
LINE-000009895,RUN-IE-2026-02-REG-001,PAY-WKR-006798,BONUS,Bonus payment,1638.22,EUR,VARIABLE,N,N
LINE-000009896,RUN-IE-2026-02-REG-001,PAY-WKR-006799,BASE,Base salary,2710.83,EUR,BASE,N,N
LINE-000009897,RUN-IE-2026-02-REG-001,PAY-WKR-006800,BASE,Base salary,13579.57,EUR,BASE,N,N
LINE-000009898,RUN-IE-2026-02-REG-001,PAY-WKR-006801,BASE,Base salary,3077.71,EUR,BASE,N,N
LINE-000009899,RUN-IE-2026-02-REG-001,PAY-WKR-006802,BASE,Base salary,7314.22,EUR,BASE,N,N
LINE-000009900,RUN-IE-2026-02-REG-001,PAY-WKR-006802,BONUS,Bonus payment,768.61,EUR,VARIABLE,N,N
LINE-000009901,RUN-IE-2026-02-REG-001,PAY-WKR-006803,BASE,Base salary,3043.95,EUR,BASE,N,N
LINE-000009902,RUN-IE-2026-02-REG-001,PAY-WKR-006804,BASE,Base salary,4344.56,EUR,BASE,N,N
LINE-000009903,RUN-IE-2026-02-REG-001,PAY-WKR-006805,BASE,Base salary,7833.28,EUR,BASE,N,N
LINE-000009904,RUN-IE-2026-02-REG-001,PAY-WKR-006806,BASE,Base salary,3779.76,EUR,BASE,N,N
LINE-000009905,RUN-IE-2026-02-REG-001,PAY-WKR-006807,BASE,Base salary,2748.96,EUR,BASE,N,N
LINE-000009906,RUN-IE-2026-02-REG-001,PAY-WKR-006807,OFFCYCLE_ADJ,Off-cycle adjustment (excluded),257.09,EUR,EXCLUDED,Y,N
LINE-000009907,RUN-IE-2026-02-REG-001,PAY-WKR-006808,BASE,Base salary,4469.47,EUR,BASE,N,N
LINE-000009908,RUN-IE-2026-02-REG-001,PAY-WKR-006808,BONUS,Bonus payment,465.86,EUR,VARIABLE,N,N
LINE-000009909,RUN-IE-2026-02-REG-001,PAY-WKR-006809,BASE,Base salary,5955.8,EUR,BASE,N,N
LINE-000009910,RUN-IE-2026-02-REG-001,PAY-WKR-006810,BASE,Base salary,4411.04,EUR,BASE,N,N
LINE-000009911,RUN-IE-2026-02-REG-001,PAY-WKR-006810,RETRO_ADJ,Retro adjustment (excluded),535.09,EUR,EXCLUDED,N,Y
LINE-000009912,RUN-IE-2026-02-REG-001,PAY-WKR-006811,BASE,Base salary,13105.08,EUR,BASE,N,N
LINE-000009913,RUN-IE-2026-02-REG-001,PAY-WKR-006812,BASE,Base salary,8722.51,EUR,BASE,N,N
LINE-000009914,RUN-IE-2026-02-REG-001,PAY-WKR-006813,BASE,Base salary,5719.66,EUR,BASE,N,N
LINE-000009915,RUN-IE-2026-02-REG-001,PAY-WKR-006814,BASE,Base salary,4061.59,EUR,BASE,N,N
LINE-000009916,RUN-IE-2026-02-REG-001,PAY-WKR-006815,BASE,Base salary,3395.37,EUR,BASE,N,N
LINE-000009917,RUN-IE-2026-02-REG-001,PAY-WKR-006816,BASE,Base salary,5967.13,EUR,BASE,N,N
LINE-000009918,RUN-IE-2026-02-REG-001,PAY-WKR-006816,BONUS,Bonus payment,1428.72,EUR,VARIABLE,N,N
LINE-000009919,RUN-IE-2026-02-REG-001,PAY-WKR-006816,ALLOW_TRAVEL,Travel allowance (excluded),60.37,EUR,ALLOWANCE,N,N
LINE-000009920,RUN-IE-2026-02-REG-001,PAY-WKR-006817,BASE,Base salary,4031.72,EUR,BASE,N,N
LINE-000009921,RUN-IE-2026-02-REG-001,PAY-WKR-006818,UNMAPPED_X,Intentionally unmapped code (blocker),195.22,EUR,UNKNOWN,N,N
LINE-000009922,RUN-IE-2026-02-REG-001,PAY-WKR-006818,BASE,Base salary,10163.07,EUR,BASE,N,N
LINE-000009923,RUN-IE-2026-02-REG-001,PAY-WKR-006819,BASE,Base salary,3975.5,EUR,BASE,N,N
LINE-000009924,RUN-IE-2026-02-REG-001,PAY-WKR-006819,BONUS,Bonus payment,239.92,EUR,VARIABLE,N,N
LINE-000009925,RUN-IE-2026-02-REG-001,PAY-WKR-006820,BASE,Base salary,3332.0,EUR,BASE,N,N
LINE-000009926,RUN-IE-2026-02-REG-001,PAY-WKR-006821,BASE,Base salary,6877.71,EUR,BASE,N,N
LINE-000009927,RUN-IE-2026-02-REG-001,PAY-WKR-006822,UNMAPPED_X,Intentionally unmapped code (blocker),218.42,EUR,UNKNOWN,N,N
LINE-000009928,RUN-IE-2026-02-REG-001,PAY-WKR-006822,BASE,Base salary,12721.96,EUR,BASE,N,N
LINE-000009929,RUN-IE-2026-02-REG-001,PAY-WKR-006823,BASE,Base salary,3935.06,EUR,BASE,N,N
LINE-000009930,RUN-IE-2026-02-REG-001,PAY-WKR-006824,BASE,Base salary,11495.87,EUR,BASE,N,N
LINE-000009931,RUN-IE-2026-02-REG-001,PAY-WKR-006825,BASE,Base salary,2789.13,EUR,BASE,N,N
LINE-000009932,RUN-IE-2026-02-REG-001,PAY-WKR-006825,BONUS,Bonus payment,299.05,EUR,VARIABLE,N,N
LINE-000009933,RUN-IE-2026-02-REG-001,PAY-WKR-006825,ALLOW_TRAVEL,Travel allowance (excluded),41.8,EUR,ALLOWANCE,N,N
LINE-000009934,RUN-IE-2026-02-REG-001,PAY-WKR-006826,BASE,Base salary,3379.04,EUR,BASE,N,N
LINE-000009935,RUN-IE-2026-02-REG-001,PAY-WKR-006827,BASE,Base salary,5039.55,EUR,BASE,N,N
LINE-000009936,RUN-IE-2026-02-REG-001,PAY-WKR-006827,ALLOW_TRAVEL,Travel allowance (excluded),36.23,EUR,ALLOWANCE,N,N
LINE-000009937,RUN-IE-2026-02-REG-001,PAY-WKR-006828,BASE,Base salary,8380.84,EUR,BASE,N,N
LINE-000009938,RUN-IE-2026-02-REG-001,PAY-WKR-006829,BASE,Base salary,5685.23,EUR,BASE,N,N
LINE-000009939,RUN-IE-2026-02-REG-001,PAY-WKR-006830,BASE,Base salary,7336.12,EUR,BASE,N,N
LINE-000009940,RUN-IE-2026-02-REG-001,PAY-WKR-006831,BASE,Base salary,3735.75,EUR,BASE,N,N
LINE-000009941,RUN-IE-2026-02-REG-001,PAY-WKR-006832,BASE,Base salary,4526.24,EUR,BASE,N,N
LINE-000009942,RUN-IE-2026-02-REG-001,PAY-WKR-006833,BASE,Base salary,7997.74,EUR,BASE,N,N
LINE-000009943,RUN-IE-2026-02-REG-001,PAY-WKR-006834,BASE,Base salary,3740.13,EUR,BASE,N,N
LINE-000009944,RUN-IE-2026-02-REG-001,PAY-WKR-006834,ALLOW_TRAVEL,Travel allowance (excluded),109.18,EUR,ALLOWANCE,N,N
LINE-000009945,RUN-IE-2026-02-REG-001,PAY-WKR-006835,BASE,Base salary,8795.21,EUR,BASE,N,N
LINE-000009946,RUN-IE-2026-02-REG-001,PAY-WKR-006835,BONUS,Bonus payment,3349.85,EUR,VARIABLE,N,N
LINE-000009947,RUN-IE-2026-02-REG-001,PAY-WKR-006836,BASE,Base salary,6267.67,EUR,BASE,N,N
LINE-000009948,RUN-IE-2026-02-REG-001,PAY-WKR-006837,SUSPECT_BASE,Suspected misclassified base-like code,762.92,EUR,BASE,N,N
LINE-000009949,RUN-IE-2026-02-REG-001,PAY-WKR-006837,BASE,Base salary,3951.27,EUR,BASE,N,N
LINE-000009950,RUN-IE-2026-02-REG-001,PAY-WKR-006838,BASE,Base salary,2875.82,EUR,BASE,N,N
LINE-000009951,RUN-IE-2026-02-REG-001,PAY-WKR-006839,BASE,Base salary,3117.69,EUR,BASE,N,N
LINE-000009952,RUN-IE-2026-02-REG-001,PAY-WKR-006839,BONUS,Bonus payment,223.31,EUR,VARIABLE,N,N
LINE-000009953,RUN-IE-2026-02-REG-001,PAY-WKR-006840,BASE,Base salary,8206.17,EUR,BASE,N,N
LINE-000009954,RUN-IE-2026-02-REG-001,PAY-WKR-006840,BONUS,Bonus payment,2326.48,EUR,VARIABLE,N,N
LINE-000009955,RUN-IE-2026-02-REG-001,PAY-WKR-006841,BASE,Base salary,4502.42,EUR,BASE,N,N
LINE-000009956,RUN-IE-2026-02-REG-001,PAY-WKR-006842,BASE,Base salary,9211.0,EUR,BASE,N,N
LINE-000009957,RUN-IE-2026-02-REG-001,PAY-WKR-006843,BASE,Base salary,6330.51,EUR,BASE,N,N
LINE-000009958,RUN-IE-2026-02-REG-001,PAY-WKR-006844,BASE,Base salary,3246.95,EUR,BASE,N,N
LINE-000009959,RUN-IE-2026-02-REG-001,PAY-WKR-006845,BASE,Base salary,6549.73,EUR,BASE,N,N
LINE-000009960,RUN-IE-2026-02-REG-001,PAY-WKR-006845,BONUS,Bonus payment,484.96,EUR,VARIABLE,N,N
LINE-000009961,RUN-IE-2026-02-REG-001,PAY-WKR-006846,BASE,Base salary,8446.09,EUR,BASE,N,N
LINE-000009962,RUN-IE-2026-02-REG-001,PAY-WKR-006847,BASE,Base salary,3016.24,EUR,BASE,N,N
LINE-000009963,RUN-IE-2026-02-REG-001,PAY-WKR-006848,BASE,Base salary,3796.49,EUR,BASE,N,N
LINE-000009964,RUN-IE-2026-02-REG-001,PAY-WKR-006849,BASE,Base salary,10315.4,EUR,BASE,N,N
LINE-000009965,RUN-IE-2026-02-REG-001,PAY-WKR-006850,BASE,Base salary,2523.55,EUR,BASE,N,N
LINE-000009966,RUN-IE-2026-02-REG-001,PAY-WKR-006851,BASE,Base salary,5308.72,EUR,BASE,N,N
LINE-000009967,RUN-IE-2026-02-REG-001,PAY-WKR-006851,BONUS,Bonus payment,1627.14,EUR,VARIABLE,N,N
LINE-000009968,RUN-IE-2026-02-REG-001,PAY-WKR-006852,BASE,Base salary,10714.44,EUR,BASE,N,N
LINE-000009969,RUN-IE-2026-02-REG-001,PAY-WKR-006852,RETRO_ADJ,Retro adjustment (excluded),-252.97,EUR,EXCLUDED,N,Y
LINE-000009970,RUN-IE-2026-02-REG-001,PAY-WKR-006853,BASE,Base salary,13651.86,EUR,BASE,N,N
LINE-000009971,RUN-IE-2026-02-REG-001,PAY-WKR-006854,BASE,Base salary,8432.78,EUR,BASE,N,N
LINE-000009972,RUN-IE-2026-02-REG-001,PAY-WKR-006855,BASE,Base salary,6377.48,EUR,BASE,N,N
LINE-000009973,RUN-IE-2026-02-REG-001,PAY-WKR-006856,BASE,Base salary,14434.96,EUR,BASE,N,N
LINE-000009974,RUN-IE-2026-02-REG-001,PAY-WKR-006856,BONUS,Bonus payment,4219.88,EUR,VARIABLE,N,N
LINE-000009975,RUN-IE-2026-02-REG-001,PAY-WKR-006857,BASE,Base salary,4709.28,EUR,BASE,N,N
LINE-000009976,RUN-IE-2026-02-REG-001,PAY-WKR-006858,BASE,Base salary,13083.96,EUR,BASE,N,N
LINE-000009977,RUN-IE-2026-02-REG-001,PAY-WKR-006858,BONUS,Bonus payment,998.65,EUR,VARIABLE,N,N
LINE-000009978,RUN-IE-2026-02-REG-001,PAY-WKR-006859,BASE,Base salary,3822.52,EUR,BASE,N,N
LINE-000009979,RUN-IE-2026-02-REG-001,PAY-WKR-006859,BONUS,Bonus payment,883.56,EUR,VARIABLE,N,N
LINE-000009980,RUN-IE-2026-02-REG-001,PAY-WKR-006860,BASE,Base salary,6959.54,EUR,BASE,N,N
LINE-000009981,RUN-IE-2026-02-REG-001,PAY-WKR-006860,BONUS,Bonus payment,797.19,EUR,VARIABLE,N,N
LINE-000009982,RUN-IE-2026-02-REG-001,PAY-WKR-006861,BASE,Base salary,7243.86,EUR,BASE,N,N
LINE-000009983,RUN-IE-2026-02-REG-001,PAY-WKR-006861,BONUS,Bonus payment,959.7,EUR,VARIABLE,N,N
LINE-000009984,RUN-IE-2026-02-REG-001,PAY-WKR-006862,BASE,Base salary,3979.39,EUR,BASE,N,N
LINE-000009985,RUN-IE-2026-02-REG-001,PAY-WKR-006863,BASE,Base salary,2302.25,EUR,BASE,N,N
LINE-000009986,RUN-IE-2026-02-REG-001,PAY-WKR-006863,ALLOW_TRAVEL,Travel allowance (excluded),148.05,EUR,ALLOWANCE,N,N
LINE-000009987,RUN-IE-2026-02-REG-001,PAY-WKR-006864,BASE,Base salary,3046.84,EUR,BASE,N,N
LINE-000009988,RUN-IE-2026-02-REG-001,PAY-WKR-006865,BASE,Base salary,5442.84,EUR,BASE,N,N
LINE-000009989,RUN-IE-2026-02-REG-001,PAY-WKR-006865,ALLOW_TRAVEL,Travel allowance (excluded),66.64,EUR,ALLOWANCE,N,N
LINE-000009990,RUN-IE-2026-02-REG-001,PAY-WKR-006866,SUSPECT_BASE,Suspected misclassified base-like code,497.58,EUR,BASE,N,N
LINE-000009991,RUN-IE-2026-02-REG-001,PAY-WKR-006866,BASE,Base salary,3907.62,EUR,BASE,N,N
LINE-000009992,RUN-IE-2026-02-REG-001,PAY-WKR-006867,BASE,Base salary,4041.52,EUR,BASE,N,N
LINE-000009993,RUN-IE-2026-02-REG-001,PAY-WKR-006867,ALLOW_TRAVEL,Travel allowance (excluded),97.73,EUR,ALLOWANCE,N,N
LINE-000009994,RUN-IE-2026-02-REG-001,PAY-WKR-006868,BASE,Base salary,3765.05,EUR,BASE,N,N
LINE-000009995,RUN-IE-2026-02-REG-001,PAY-WKR-006868,RETRO_ADJ,Retro adjustment (excluded),-382.59,EUR,EXCLUDED,N,Y
LINE-000009996,RUN-IE-2026-02-REG-001,PAY-WKR-006869,BASE,Base salary,3808.01,EUR,BASE,N,N
LINE-000009997,RUN-IE-2026-02-REG-001,PAY-WKR-006870,BASE,Base salary,2502.17,EUR,BASE,N,N
LINE-000009998,RUN-IE-2026-02-REG-001,PAY-WKR-006871,BASE,Base salary,4365.62,EUR,BASE,N,N
LINE-000009999,RUN-IE-2026-02-REG-001,PAY-WKR-006872,BASE,Base salary,15433.76,EUR,BASE,N,N
LINE-000010000,RUN-IE-2026-02-REG-001,PAY-WKR-006872,BONUS,Bonus payment,3156.95,EUR,VARIABLE,N,N
LINE-000010001,RUN-IE-2026-02-REG-001,PAY-WKR-006873,BASE,Base salary,9557.33,EUR,BASE,N,N
LINE-000010002,RUN-IE-2026-02-REG-001,PAY-WKR-006873,RETRO_ADJ,Retro adjustment (excluded),211.57,EUR,EXCLUDED,N,Y
LINE-000010003,RUN-IE-2026-02-REG-001,PAY-WKR-006874,BASE,Base salary,9586.9,EUR,BASE,N,N
